estado_sigla,data_da_coleta,valor_de_venda,valor_de_compra
AC,01/11/2005,2.81,2.31
AC,01/12/2005,2.9,NA
AC,02/08/2005,2.65,2.15
AC,04/07/2005,2.61,2.14
AC,04/10/2005,2.7,2.26
AC,04/11/2005,3.11,2.53
AC,05/07/2005,2.77,2.29
AC,05/12/2005,2.85,2.41
AC,06/09/2005,2.55,2.08
AC,06/10/2005,2.95,2.4
AC,06/12/2005,3.11,2.55
AC,07/07/2005,2.62,2.15
AC,07/11/2005,3.05,2.39
AC,07/12/2005,2.82,2.33
AC,08/08/2005,2.68,2.12
AC,08/12/2005,2.87,2.32
AC,09/08/2005,2.55,2.11
AC,09/11/2005,2.75,2.32
AC,10/10/2005,2.8,2.26
AC,11/08/2005,2.65,2.12
AC,11/10/2005,2.79,2.3
AC,12/07/2005,2.84,2.21
AC,12/09/2005,2.68,2.11
AC,12/12/2005,3.11,2.56
AC,13/07/2005,2.6,2.17
AC,13/09/2005,2.66,2.08
AC,13/12/2005,2.88,NA
AC,14/12/2005,2.8,2.34
AC,15/12/2005,2.9,NA
AC,16/11/2005,3.08,2.47
AC,17/10/2005,2.69,2.37
AC,17/11/2005,2.76,2.34
AC,18/07/2005,2.69,2.17
AC,18/10/2005,2.7,2.26
AC,19/07/2005,2.57,2.14
AC,19/10/2005,2.92,2.35
AC,19/12/2005,3.11,2.54
AC,20/07/2005,2.76,2.24
AC,20/09/2005,2.77,2.37
AC,20/10/2005,2.7,2.34
AC,20/12/2005,2.74,2.34
AC,21/09/2005,3.02,2.34
AC,21/12/2005,3.01,2.44
AC,22/09/2005,2.88,NA
AC,22/11/2005,2.94,2.56
AC,22/12/2005,2.9,NA
AC,23/11/2005,2.84,2.37
AC,25/07/2005,2.94,2.22
AC,25/10/2005,2.85,2.34
AC,26/07/2005,2.58,2.13
AC,26/09/2005,2.76,2.24
AC,26/10/2005,2.76,2.31
AC,27/07/2005,2.56,2.1
AC,27/09/2005,2.7,2.23
AC,27/10/2005,2.79,2.34
AC,27/12/2005,2.86,2.39
AC,28/07/2005,2.8,2.3
AC,28/11/2005,2.88,NA
AC,28/12/2005,2.73,2.31
AC,29/08/2005,2.47,2.11
AC,29/09/2005,2.8,2.28
AC,29/11/2005,2.8,2.34
AC,30/08/2005,2.44,2.11
AC,30/11/2005,3.11,2.54
AC,30/12/2005,2.9,NA
AC,31/08/2005,2.83,2.24
AC,31/10/2005,2.74,2.23
AL,01/08/2005,2.42,2.06
AL,01/11/2005,2.71,2.24
AL,02/08/2005,2.51,2.07
AL,03/10/2005,2.68,2.19
AL,03/11/2005,2.71,2.25
AL,04/07/2005,2.44,2.06
AL,04/10/2005,2.67,2.2
AL,04/11/2005,2.66,2.22
AL,05/07/2005,2.52,2.06
AL,05/09/2005,2.44,2.07
AL,05/10/2005,2.72,2.19
AL,05/12/2005,2.72,2.22
AL,06/07/2005,2.55,2.09
AL,06/09/2005,2.51,2.07
AL,06/10/2005,2.74,2.2
AL,06/12/2005,2.65,2.24
AL,07/07/2005,2.42,2.06
AL,07/11/2005,2.69,2.24
AL,07/12/2005,2.75,2.24
AL,08/08/2005,2.42,2.06
AL,08/09/2005,2.47,NA
AL,08/11/2005,2.73,2.24
AL,09/08/2005,2.52,2.08
AL,09/11/2005,2.74,2.24
AL,10/10/2005,2.66,2.28
AL,10/11/2005,2.74,2.24
AL,11/07/2005,2.51,2.07
AL,11/10/2005,2.71,2.23
AL,12/07/2005,2.43,2.07
AL,12/09/2005,2.59,2.1
AL,12/12/2005,2.67,2.25
AL,13/07/2005,2.54,2.06
AL,13/09/2005,2.63,2.11
AL,13/10/2005,2.75,2.24
AL,13/12/2005,2.68,2.23
AL,14/10/2005,2.74,2.24
AL,14/11/2005,2.73,2.24
AL,14/12/2005,2.71,2.24
AL,15/09/2005,2.77,2.05
AL,15/12/2005,2.75,2.26
AL,16/11/2005,2.72,2.24
AL,17/10/2005,2.69,2.22
AL,17/11/2005,2.7,2.24
AL,18/07/2005,2.52,2.07
AL,18/10/2005,2.65,2.24
AL,18/11/2005,2.76,2.23
AL,19/07/2005,2.44,2.06
AL,19/09/2005,2.68,2.45
AL,19/10/2005,2.73,2.24
AL,19/12/2005,2.66,2.24
AL,20/09/2005,2.65,2.26
AL,20/10/2005,2.73,2.24
AL,20/12/2005,2.61,2.23
AL,21/09/2005,2.75,2.55
AL,21/11/2005,2.66,2.24
AL,21/12/2005,2.74,2.24
AL,22/11/2005,2.75,2.25
AL,22/12/2005,2.74,2.25
AL,23/11/2005,2.73,2.23
AL,24/10/2005,2.68,2.23
AL,25/07/2005,2.42,2.06
AL,25/10/2005,2.65,2.24
AL,26/07/2005,2.47,2.06
AL,26/09/2005,2.67,2.15
AL,26/10/2005,2.74,2.24
AL,26/12/2005,2.68,2.22
AL,27/07/2005,2.52,2.07
AL,27/09/2005,2.65,2.18
AL,27/12/2005,2.67,2.25
AL,28/09/2005,2.72,2.18
AL,28/10/2005,2.64,NA
AL,28/11/2005,2.73,2.24
AL,28/12/2005,2.73,2.24
AL,29/08/2005,2.44,2.08
AL,29/09/2005,2.67,2.12
AL,29/11/2005,2.7,2.24
AL,30/08/2005,2.51,2.08
AL,30/11/2005,2.73,2.23
AL,31/08/2005,2.55,2.12
AL,31/10/2005,2.73,2.24
AM,01/08/2005,2.5,2.05
AM,01/11/2005,2.78,2.27
AM,02/08/2005,2.48,2.06
AM,03/10/2005,2.7,2.18
AM,03/11/2005,2.78,2.28
AM,04/07/2005,2.5,2.06
AM,04/10/2005,2.75,2.21
AM,04/11/2005,2.95,2.22
AM,05/07/2005,2.49,2.06
AM,05/12/2005,2.74,2.27
AM,06/07/2005,2.5,NA
AM,06/09/2005,2.49,2.04
AM,06/12/2005,2.8,2.26
AM,07/11/2005,2.76,2.27
AM,07/12/2005,2.75,2.28
AM,08/08/2005,2.48,2.05
AM,08/09/2005,2.49,2.03
AM,08/11/2005,2.76,2.26
AM,08/12/2005,2.73,2.26
AM,09/08/2005,2.48,2.07
AM,09/11/2005,2.82,2.27
AM,10/10/2005,2.74,2.28
AM,11/07/2005,2.49,2.04
AM,11/10/2005,2.75,2.25
AM,12/07/2005,2.48,2.06
AM,12/09/2005,2.68,2.05
AM,12/12/2005,2.74,2.27
AM,13/07/2005,2.54,2.11
AM,13/09/2005,2.73,2.11
AM,13/10/2005,2.72,2.2
AM,13/12/2005,2.76,2.27
AM,14/11/2005,2.77,2.27
AM,14/12/2005,2.72,2.28
AM,17/10/2005,2.72,2.25
AM,17/11/2005,2.77,2.27
AM,18/07/2005,2.5,2.05
AM,18/10/2005,2.78,2.29
AM,19/07/2005,2.48,2.06
AM,19/09/2005,2.72,2.21
AM,19/10/2005,2.73,2.23
AM,19/12/2005,2.84,2.28
AM,20/07/2005,2.5,2.03
AM,20/09/2005,2.72,2.18
AM,20/12/2005,2.71,2.27
AM,21/11/2005,2.78,2.28
AM,21/12/2005,2.72,2.28
AM,22/11/2005,2.74,2.27
AM,22/12/2005,2.72,2.3
AM,23/11/2005,2.75,2.29
AM,24/10/2005,2.96,2.25
AM,25/07/2005,2.49,2.05
AM,25/10/2005,2.75,2.26
AM,26/07/2005,2.48,2.03
AM,26/09/2005,2.71,2.17
AM,26/10/2005,2.82,2.26
