estado_sigla,data_da_coleta,valor_de_venda,valor_de_compra
AC,01/09/2021,6.35,NA
AC,01/12/2021,6.98,NA
AC,02/08/2021,6.99,NA
AC,02/09/2021,6.42,NA
AC,02/11/2021,6.98,NA
AC,02/12/2021,7.47,NA
AC,03/08/2021,6.29,NA
AC,03/11/2021,7.58,NA
AC,04/08/2021,6.59,NA
AC,04/11/2021,6.99,NA
AC,05/07/2021,6.21,NA
AC,05/10/2021,6.39,NA
AC,06/07/2021,6.49,NA
AC,06/09/2021,6.38,NA
AC,06/10/2021,6.71,NA
AC,07/09/2021,6.35,NA
AC,07/12/2021,6.99,NA
AC,08/08/2021,6.3,NA
AC,08/09/2021,6.78,NA
AC,08/11/2021,7.16,NA
AC,09/11/2021,7.1,NA
AC,09/12/2021,7.58,NA
AC,10/08/2021,6.96,NA
AC,10/11/2021,7.21,NA
AC,11/08/2021,6.67,NA
AC,11/11/2021,7,NA
AC,12/07/2021,6.26,NA
AC,12/10/2021,6.5,NA
AC,13/07/2021,6.32,NA
AC,13/10/2021,6.93,NA
AC,14/07/2021,6.98,NA
AC,14/09/2021,6.37,NA
AC,14/12/2021,7.03,NA
AC,15/09/2021,6.75,NA
AC,15/11/2021,6.99,NA
AC,15/12/2021,7.5,NA
AC,16/09/2021,6.43,NA
AC,16/11/2021,6.99,NA
AC,17/08/2021,6.33,NA
AC,17/11/2021,7.36,NA
AC,18/08/2021,6.64,NA
AC,19/07/2021,6.3,NA
AC,19/10/2021,6.65,NA
AC,20/07/2021,6.71,NA
AC,20/09/2021,6.38,NA
AC,20/10/2021,6.87,NA
AC,21/09/2021,6.5,NA
AC,21/12/2021,7.18,NA
AC,22/09/2021,6.87,NA
AC,23/11/2021,7.38,NA
AC,23/12/2021,6.91,NA
AC,24/08/2021,6.49,NA
AC,24/11/2021,6.99,NA
AC,25/08/2021,6.67,NA
AC,25/10/2021,6.62,NA
AC,25/11/2021,6.92,NA
AC,26/08/2021,6.39,NA
AC,26/10/2021,6.68,NA
AC,27/07/2021,6.53,NA
AC,27/09/2021,6.41,NA
AC,27/10/2021,7.29,NA
AC,27/12/2021,6.99,NA
AC,28/07/2021,6.29,NA
AC,28/09/2021,6.58,NA
AC,28/12/2021,7.07,NA
AC,29/09/2021,6.77,NA
AC,29/11/2021,6.96,NA
AC,30/11/2021,6.98,NA
AC,31/08/2021,6.75,NA
AL,01/09/2021,6.12,NA
AL,01/11/2021,7.14,NA
AL,01/12/2021,6.74,NA
AL,02/08/2021,6.16,NA
AL,02/09/2021,6.23,NA
AL,02/11/2021,6.48,NA
AL,02/12/2021,6.65,NA
AL,03/08/2021,6.01,NA
AL,04/08/2021,6.08,NA
AL,04/10/2021,6.12,NA
AL,04/11/2021,6.7,NA
AL,05/07/2021,5.9,NA
AL,05/09/2021,6.49,NA
AL,05/10/2021,6.45,NA
AL,05/11/2021,6.79,NA
AL,06/07/2021,6.02,NA
AL,06/09/2021,6.08,NA
AL,06/10/2021,6.31,NA
AL,06/12/2021,6.67,NA
AL,07/07/2021,6.12,NA
AL,07/09/2021,6.05,NA
AL,07/12/2021,7.26,NA
AL,08/07/2021,5.95,NA
AL,08/08/2021,6.44,NA
AL,08/11/2021,6.7,NA
AL,08/12/2021,6.72,NA
AL,09/08/2021,6.04,NA
AL,09/11/2021,6.74,NA
AL,10/08/2021,6.03,NA
AL,10/11/2021,6.7,NA
AL,11/07/2021,6.39,NA
AL,11/08/2021,6.18,NA
AL,11/10/2021,6.35,NA
AL,12/07/2021,5.95,NA
AL,13/09/2021,6.08,NA
AL,13/12/2021,6.53,NA
AL,14/07/2021,6.15,NA
AL,14/09/2021,6.41,NA
AL,14/10/2021,6.56,NA
AL,14/12/2021,6.89,NA
AL,15/07/2021,6.07,NA
AL,15/08/2021,6.47,NA
AL,15/11/2021,6.56,NA
AL,15/12/2021,6.68,NA
AL,16/08/2021,6,NA
AL,16/09/2021,6.18,NA
AL,17/08/2021,6.16,NA
AL,17/11/2021,7.13,NA
AL,18/10/2021,6.4,NA
AL,18/11/2021,7.2,NA
AL,19/07/2021,6.08,NA
AL,19/11/2021,6.76,NA
AL,20/07/2021,5.92,NA
AL,20/09/2021,6.18,NA
AL,20/12/2021,6.65,NA
AL,21/07/2021,6.16,NA
AL,21/09/2021,6.33,NA
AL,21/10/2021,6.49,NA
AL,22/07/2021,6.12,NA
AL,22/08/2021,6.55,NA
AL,22/11/2021,6.74,NA
AL,22/12/2021,6.66,NA
AL,23/07/2021,6,NA
AL,23/08/2021,6.18,NA
AL,23/09/2021,6.3,NA
AL,24/08/2021,6.3,NA
AL,24/11/2021,6.68,NA
AL,25/07/2021,6.15,NA
AL,25/08/2021,6.16,NA
AL,25/10/2021,6.38,NA
AL,25/11/2021,6.82,NA
AL,26/07/2021,6.08,NA
AL,26/10/2021,6.83,NA
AL,27/09/2021,6.21,NA
AL,28/07/2021,6.16,NA
AL,28/09/2021,6.4,NA
AL,28/12/2021,6.67,NA
AL,29/07/2021,6.12,NA
AL,29/08/2021,6.57,NA
AL,29/10/2021,6.6,NA
AL,29/11/2021,6.54,NA
AL,29/12/2021,6.68,NA
AL,30/08/2021,6.04,NA
AL,30/09/2021,6.37,NA
AL,30/11/2021,7.23,NA
AM,01/11/2021,6.66,NA
AM,01/12/2021,7.34,NA
AM,02/08/2021,5.85,NA
AM,03/11/2021,7.34,NA
AM,04/10/2021,6.05,NA
AM,05/07/2021,5.63,NA
AM,05/10/2021,6.34,NA
AM,06/09/2021,6.08,NA
AM,06/10/2021,6.75,NA
AM,06/12/2021,6.69,NA
AM,07/12/2021,7.25,NA
AM,08/11/2021,6.66,NA
AM,08/12/2021,6.6,NA
AM,09/08/2021,5.85,NA
AM,10/11/2021,7.34,NA
AM,11/10/2021,6.35,NA
AM,12/07/2021,5.85,NA
AM,13/09/2021,6.03,NA
AM,13/10/2021,6.95,NA
AM,13/12/2021,6.67,NA
AM,14/10/2021,6.29,NA
AM,15/09/2021,6.44,NA
AM,15/11/2021,6.68,NA
AM,15/12/2021,7.33,NA
AM,16/08/2021,5.87,NA
AM,17/11/2021,7.34,NA
AM,18/10/2021,6.42,NA
AM,18/11/2021,7.35,NA
AM,19/07/2021,5.85,NA
AM,19/10/2021,6.95,NA
AM,20/09/2021,6.09,NA
AM,20/12/2021,6.65,NA
AM,22/11/2021,6.76,NA
AM,22/12/2021,7.33,NA
AM,23/08/2021,6.04,NA
AM,24/08/2021,5.99,NA
AM,25/10/2021,6.37,NA
AM,26/07/2021,5.86,NA
AM,26/08/2021,6.34,NA
AM,26/10/2021,6.87,NA
AM,27/07/2021,5.78,NA
AM,27/09/2021,6.04,NA
AM,27/12/2021,6.8,NA
AM,28/09/2021,6.44,NA
AM,28/12/2021,6.59,NA
AM,29/11/2021,6.67,NA
AM,29/12/2021,7.33,NA
AM,30/08/2021,6.08,NA
AP,01/09/2021,5.11,NA
AP,01/11/2021,5.76,NA
AP,01/12/2021,5.86,NA
AP,02/09/2021,5.18,NA
AP,02/12/2021,5.94,NA
AP,03/08/2021,5.06,NA
AP,04/07/2021,4.98,NA
AP,04/08/2021,5.02,NA
AP,04/11/2021,5.92,NA
AP,05/07/2021,4.92,NA
AP,05/08/2021,5.03,NA
AP,05/09/2021,5.17,NA
AP,05/10/2021,5.35,NA
AP,06/12/2021,5.95,NA
AP,07/09/2021,5.23,NA
AP,08/08/2021,5.07,NA
AP,08/09/2021,5.23,NA
AP,08/12/2021,5.86,NA
AP,09/08/2021,5.07,NA
AP,10/08/2021,5.14,NA
AP,10/11/2021,5.9,NA
AP,11/08/2021,5.08,NA
AP,11/10/2021,5.46,NA
AP,11/11/2021,5.94,NA
AP,12/07/2021,5.04,NA
AP,13/07/2021,5.09,NA
AP,13/10/2021,5.69,NA
AP,13/12/2021,5.86,NA
AP,14/07/2021,5.02,NA
AP,14/10/2021,5.51,NA
AP,14/12/2021,5.91,NA
AP,15/09/2021,5.29,NA
AP,15/11/2021,5.94,NA
AP,15/12/2021,5.86,NA
AP,16/08/2021,5.11,NA
AP,16/09/2021,5.25,NA
AP,16/11/2021,6.11,NA
AP,16/12/2021,5.82,NA
AP,17/08/2021,5.17,NA
AP,18/08/2021,5.14,NA
AP,18/10/2021,5.46,NA
AP,18/11/2021,5.93,NA
AP,19/07/2021,5.02,NA
AP,19/08/2021,5.11,NA
AP,19/10/2021,5.52,NA
AP,20/09/2021,5.22,NA
AP,21/07/2021,5.09,NA
AP,21/09/2021,5.31,NA
AP,22/07/2021,4.97,NA
AP,22/09/2021,5.24,NA
AP,22/12/2021,5.92,NA
AP,23/11/2021,5.98,NA
AP,24/08/2021,5.11,NA
AP,24/11/2021,5.91,NA
AP,25/07/2021,5.06,NA
AP,25/08/2021,5.11,NA
AP,25/10/2021,5.58,NA
AP,26/08/2021,5.17,NA
AP,26/10/2021,5.56,NA
AP,27/09/2021,5.22,NA
AP,27/12/2021,5.9,NA
AP,28/09/2021,5.3,NA
AP,29/08/2021,5.11,NA
AP,29/09/2021,5.26,NA
BA,01/08/2021,6.24,NA
BA,01/09/2021,6.11,NA
BA,01/11/2021,6.79,NA
BA,01/12/2021,6.99,NA
BA,02/08/2021,5.93,NA
BA,02/09/2021,6.58,NA
BA,02/11/2021,6.69,NA
BA,02/12/2021,6.96,NA
BA,03/08/2021,5.98,NA
BA,03/11/2021,6.62,NA
BA,03/12/2021,6.77,NA
BA,04/07/2021,5.94,NA
BA,04/08/2021,6.16,NA
BA,04/10/2021,6.11,NA
BA,04/11/2021,6.56,NA
BA,05/07/2021,5.92,NA
BA,05/08/2021,6.27,NA
BA,05/09/2021,6.58,NA
BA,05/10/2021,5.93,NA
BA,05/11/2021,7.1,NA
BA,06/07/2021,5.86,NA
BA,06/09/2021,6.25,NA
BA,06/10/2021,6.27,NA
BA,06/12/2021,6.91,NA
BA,07/07/2021,6.07,NA
BA,07/09/2021,5.91,NA
BA,07/10/2021,5.79,NA
BA,07/12/2021,6.89,NA
BA,08/08/2021,6.32,NA
BA,08/09/2021,6.41,NA
BA,08/11/2021,6.76,NA
BA,08/12/2021,6.89,NA
BA,09/08/2021,6.12,NA
BA,09/11/2021,6.69,NA
BA,09/12/2021,6.65,NA
BA,10/08/2021,6.06,NA
BA,10/11/2021,6.78,NA
BA,11/07/2021,6.05,NA
BA,11/08/2021,6.36,NA
BA,11/10/2021,6.19,NA
BA,11/11/2021,6.94,NA
BA,12/07/2021,6.05,NA
BA,12/08/2021,6.37,NA
BA,12/10/2021,6.16,NA
BA,13/07/2021,5.96,NA
BA,13/09/2021,6.27,NA
BA,13/10/2021,6.65,NA
BA,13/12/2021,6.81,NA
BA,14/07/2021,6.14,NA
BA,14/09/2021,6.21,NA
BA,14/12/2021,6.69,NA
BA,15/07/2021,6.31,NA
BA,15/08/2021,6.36,NA
BA,15/09/2021,6.13,NA
BA,15/11/2021,6.77,NA
BA,15/12/2021,6.83,NA
BA,16/08/2021,6.16,NA
BA,16/09/2021,6.15,NA
BA,16/11/2021,6.75,NA
BA,16/12/2021,6.67,NA
BA,17/08/2021,6.1,NA
BA,17/11/2021,6.89,NA
BA,18/07/2021,6.32,NA
BA,18/08/2021,6.14,NA
BA,18/10/2021,6.33,NA
BA,18/11/2021,6.61,NA
BA,19/07/2021,5.99,NA
BA,19/08/2021,5.91,NA
BA,19/10/2021,6.3,NA
BA,19/11/2021,7.3,NA
BA,20/07/2021,6.01,NA
BA,20/09/2021,6.27,NA
BA,20/10/2021,6.26,NA
BA,20/12/2021,6.76,NA
BA,21/07/2021,6.21,NA
BA,21/09/2021,6.18,NA
BA,21/10/2021,6.29,NA
BA,21/12/2021,6.6,NA
BA,22/07/2021,5.95,NA
BA,22/08/2021,6.54,NA
BA,22/09/2021,6.24,NA
BA,22/11/2021,6.73,NA
BA,22/12/2021,6.76,NA
BA,23/08/2021,6.16,NA
BA,23/09/2021,6.25,NA
BA,23/11/2021,6.75,NA
BA,23/12/2021,6.62,NA
BA,24/08/2021,6,NA
BA,24/11/2021,6.79,NA
BA,25/07/2021,6.2,NA
BA,25/08/2021,6.35,NA
BA,25/10/2021,6.29,NA
BA,25/11/2021,6.99,NA
BA,26/07/2021,6,NA
BA,26/08/2021,6.58,NA
BA,26/10/2021,6.69,NA
BA,27/07/2021,5.95,NA
BA,27/09/2021,6.14,NA
BA,27/10/2021,6.84,NA
BA,27/12/2021,6.71,NA
BA,28/07/2021,6.09,NA
