estado_sigla,data_da_coleta,valor_de_venda,valor_de_compra
AC,01/08/2007,2.94,2.33
AC,01/10/2007,3.2,2.42
AC,02/07/2007,3.18,2.48
AC,02/10/2007,2.95,2.35
AC,03/07/2007,2.95,2.39
AC,03/08/2007,2.84,2.33
AC,03/09/2007,3.08,2.46
AC,03/10/2007,2.84,2.32
AC,03/12/2007,3.13,2.48
AC,04/07/2007,2.85,2.35
AC,04/09/2007,3.01,2.35
AC,04/12/2007,2.85,2.35
AC,05/07/2007,2.89,2.33
AC,05/09/2007,2.96,2.36
AC,05/11/2007,3.12,2.43
AC,05/12/2007,2.95,2.35
AC,06/08/2007,3.19,2.4
AC,06/11/2007,2.91,2.33
AC,07/08/2007,2.96,2.36
AC,07/11/2007,2.85,2.35
AC,08/08/2007,2.87,2.34
AC,08/10/2007,3.14,2.42
AC,09/07/2007,2.95,2.38
AC,09/10/2007,2.92,2.34
AC,10/07/2007,3.1,2.44
AC,10/09/2007,3.2,2.45
AC,10/10/2007,2.84,2.33
AC,10/12/2007,3.17,2.47
AC,11/07/2007,2.86,2.34
AC,11/09/2007,2.9,2.32
AC,11/12/2007,2.91,2.38
AC,12/09/2007,2.86,2.3
AC,12/11/2007,3.05,2.41
AC,12/12/2007,2.84,2.35
AC,13/08/2007,3.18,2.47
AC,13/09/2007,2.81,2.39
AC,13/11/2007,3.02,2.37
AC,14/08/2007,2.91,2.34
AC,14/11/2007,2.84,2.36
AC,15/08/2007,2.85,2.34
AC,15/10/2007,3.04,2.4
AC,16/07/2007,3.18,2.43
AC,16/08/2007,2.85,2.33
AC,16/10/2007,3.04,2.34
AC,17/07/2007,2.93,2.36
AC,17/09/2007,3.2,2.46
AC,17/10/2007,2.84,2.33
AC,17/12/2007,3.1,2.46
AC,18/07/2007,2.86,2.34
AC,18/09/2007,2.94,2.33
AC,18/10/2007,2.8,2.3
AC,18/12/2007,2.91,2.38
AC,19/09/2007,2.84,2.33
AC,19/11/2007,3.04,2.41
AC,19/12/2007,2.84,2.38
AC,20/08/2007,3.18,2.46
