estado_sigla,data_da_coleta,valor_de_venda,valor_de_compra
AC,01/07/2013,3.22,2.67
AC,02/07/2013,3.48,2.8
AC,02/09/2013,3.21,2.69
AC,02/10/2013,3.29,2.73
AC,02/12/2013,3.63,2.86
AC,03/07/2013,3.49,NA
AC,03/09/2013,3.43,2.86
AC,03/10/2013,3.28,2.69
AC,03/12/2013,3.32,2.74
AC,04/07/2013,3.28,2.64
AC,04/09/2013,3.45,2.67
AC,04/11/2013,3.27,NA
AC,04/12/2013,3.48,2.74
AC,05/09/2013,3.34,NA
AC,05/11/2013,3.49,2.7
AC,05/12/2013,3.33,2.75
AC,06/08/2013,3.46,2.82
AC,06/11/2013,3.51,2.76
AC,07/08/2013,3.28,2.69
AC,07/10/2013,3.43,2.83
AC,07/11/2013,3.25,2.74
AC,08/07/2013,3.21,2.7
AC,09/07/2013,3.48,2.8
AC,09/09/2013,3.46,2.69
AC,09/10/2013,3.34,NA
AC,09/12/2013,3.66,2.97
AC,10/07/2013,3.49,2.68
AC,10/09/2013,3.48,2.77
AC,10/10/2013,3.21,2.71
AC,10/12/2013,3.3,NA
AC,11/07/2013,3.23,2.66
AC,11/11/2013,3.27,NA
AC,11/12/2013,3.48,2.74
AC,12/08/2013,3.47,2.87
AC,12/09/2013,3.25,2.68
AC,12/11/2013,3.49,2.7
AC,12/12/2013,3.33,2.73
AC,13/08/2013,3.25,2.67
AC,13/11/2013,3.51,2.76
AC,14/10/2013,3.43,2.83
AC,14/11/2013,3.24,2.7
AC,15/07/2013,3.52,2.89
AC,15/08/2013,3.49,NA
AC,16/07/2013,3.26,2.71
AC,16/09/2013,3.46,2.69
AC,16/10/2013,3.35,NA
AC,16/12/2013,3.32,2.7
AC,17/07/2013,3.27,2.68
AC,17/09/2013,3.48,2.77
AC,17/10/2013,3.21,2.68
AC,17/12/2013,3.58,2.9
AC,18/07/2013,3.4,NA
AC,19/08/2013,3.47,2.87
AC,19/09/2013,3.25,2.66
AC,19/11/2013,3.48,2.94
AC,19/12/2013,3.36,2.75
AC,20/08/2013,3.25,2.68
AC,20/11/2013,3.45,2.94
AC,21/11/2013,3.25,2.72
AC,22/07/2013,3.5,2.89
AC,22/08/2013,3.45,NA
AC,22/10/2013,3.41,2.66
AC,23/07/2013,3.32,2.71
AC,23/09/2013,3.47,2.85
AC,23/10/2013,3.31,2.84
AC,23/12/2013,3.33,2.73
AC,24/07/2013,3.49,2.68
AC,24/10/2013,3.31,2.68
AC,24/12/2013,3.58,2.9
AC,25/07/2013,3.25,2.67
AC,25/09/2013,3.49,2.7
AC,26/09/2013,3.25,2.68
AC,26/11/2013,3.49,2.94
AC,26/12/2013,3.4,2.75
AC,27/08/2013,3.47,2.88
AC,27/11/2013,3.22,2.69
AC,28/08/2013,3.49,2.69
AC,28/11/2013,3.33,2.73
AC,29/08/2013,3.25,2.71
AC,29/10/2013,3.41,2.66
AC,30/07/2013,3.31,2.77
AC,30/09/2013,3.47,2.85
AC,30/10/2013,3.49,2.94
AC,30/12/2013,3.66,3.03
AC,31/07/2013,3.36,2.66
AC,31/10/2013,3.25,2.67
AL,01/07/2013,2.91,2.51
AL,01/08/2013,2.9,2.49
AL,01/10/2013,2.89,2.49
AL,02/07/2013,2.82,2.47
AL,02/09/2013,2.86,2.47
AL,02/12/2013,2.94,2.47
AL,03/07/2013,2.85,2.49
AL,03/09/2013,2.89,2.49
AL,03/10/2013,2.81,2.47
AL,03/12/2013,2.82,2.48
AL,04/07/2013,2.91,2.51
AL,04/09/2013,2.84,2.48
AL,04/11/2013,2.82,2.48
AL,04/12/2013,3,2.49
AL,05/09/2013,2.96,2.53
AL,05/11/2013,2.73,2.46
AL,05/12/2013,2.96,2.52
AL,06/08/2013,2.87,2.5
AL,06/11/2013,2.9,2.48
AL,07/08/2013,2.88,2.49
AL,07/10/2013,2.89,2.48
AL,07/11/2013,2.89,2.48
AL,08/07/2013,2.91,2.51
AL,08/08/2013,2.94,2.51
AL,08/10/2013,2.83,2.47
AL,09/07/2013,2.82,2.47
AL,09/09/2013,2.87,2.46
AL,09/10/2013,2.85,2.48
AL,09/12/2013,2.96,2.48
AL,10/07/2013,2.84,2.48
AL,10/10/2013,2.91,2.48
AL,10/12/2013,2.88,2.48
AL,11/07/2013,2.92,2.51
AL,11/09/2013,2.85,2.48
AL,11/11/2013,2.82,2.48
