estado_sigla,data_da_coleta,valor_de_venda,valor_de_compra
AC,01/02/2016,4.31,3.74
AC,01/06/2016,4.01,3.41
AC,02/03/2016,3.93,3.53
AC,03/03/2016,4.01,3.5
AC,03/05/2016,4.46,3.65
AC,04/01/2016,4.04,3.44
AC,04/02/2016,4.03,3.49
AC,05/01/2016,4.32,3.69
AC,05/04/2016,4.51,NA
AC,05/05/2016,4.02,3.44
AC,06/04/2016,4.45,3.75
AC,06/06/2016,4.47,3.53
AC,07/01/2016,4.05,3.47
AC,07/03/2016,4.41,3.42
AC,07/04/2016,4.01,3.52
AC,08/02/2016,4.31,3.74
AC,08/06/2016,4,3.4
AC,09/03/2016,4,3.48
AC,09/05/2016,4.46,3.64
AC,11/02/2016,4.03,3.48
AC,11/05/2016,4,3.41
AC,12/01/2016,4.32,3.69
AC,12/02/2016,4.11,NA
AC,12/04/2016,4.46,3.74
AC,13/04/2016,3.99,3.52
AC,13/06/2016,4.47,3.52
AC,14/01/2016,4.05,3.49
AC,14/03/2016,3.98,3.56
AC,15/02/2016,4.3,3.73
AC,15/03/2016,4.46,3.78
AC,16/05/2016,4.46,3.64
AC,16/06/2016,4,3.41
AC,17/03/2016,4.01,3.49
AC,18/01/2016,4.32,3.67
AC,18/02/2016,4.04,3.51
AC,19/04/2016,4.46,3.74
AC,19/05/2016,3.99,3.43
AC,20/01/2016,4.08,3.48
AC,20/04/2016,4,3.51
AC,20/06/2016,4.47,3.65
AC,21/01/2016,4.04,3.5
AC,22/02/2016,4.3,3.73
AC,22/03/2016,4.24,3.61
AC,22/06/2016,3.99,3.44
AC,23/02/2016,4.07,NA
AC,23/03/2016,4.04,3.53
AC,23/05/2016,4,3.43
AC,23/06/2016,3.98,3.41
AC,24/02/2016,4.02,3.51
AC,24/03/2016,4.07,NA
AC,24/05/2016,4.47,3.51
AC,25/01/2016,4.32,3.67
AC,25/05/2016,3.98,3.45
AC,26/04/2016,4.46,3.65
AC,27/01/2016,3.99,NA
AC,27/06/2016,4.44,3.61
AC,28/01/2016,4.02,3.5
AC,28/04/2016,4.01,3.45
AC,29/02/2016,4.3,3.42
AC,29/03/2016,4.51,NA
AC,29/06/2016,4,3.41
AC,30/03/2016,4.14,3.56
AC,31/05/2016,4.47,3.51
AL,01/02/2016,3.86,3.33
AL,01/03/2016,3.83,3.35
AL,02/02/2016,3.68,3.31
AL,02/05/2016,3.92,3.42
AL,03/02/2016,3.5,3.27
AL,03/03/2016,3.8,NA
AL,03/05/2016,3.8,3.35
AL,04/01/2016,3.8,3.29
AL,04/02/2016,3.6,NA
AL,04/04/2016,3.72,3.37
AL,04/05/2016,3.71,3.39
AL,05/01/2016,3.77,3.3
AL,05/04/2016,3.88,3.38
AL,06/01/2016,3.75,3.28
AL,06/04/2016,3.79,3.37
AL,06/06/2016,3.85,3.3
AL,07/03/2016,3.87,3.31
AL,07/04/2016,3.7,NA
AL,07/06/2016,3.87,3.31
AL,08/02/2016,3.86,3.33
AL,08/03/2016,3.85,3.36
AL,09/02/2016,3.76,3.29
AL,10/03/2016,3.8,NA
AL,10/05/2016,3.91,3.41
AL,11/01/2016,3.84,3.29
AL,11/02/2016,3.6,NA
AL,11/04/2016,3.74,3.4
AL,11/05/2016,3.75,3.25
AL,12/01/2016,3.69,NA
AL,12/04/2016,3.9,3.43
AL,12/05/2016,3.8,3.41
AL,13/01/2016,3.73,3.28
AL,13/04/2016,3.81,3.37
AL,13/06/2016,3.85,3.3
AL,14/01/2016,3.8,3.28
AL,14/03/2016,3.88,3.36
AL,14/06/2016,3.93,NA
AL,15/02/2016,3.85,3.34
AL,15/03/2016,3.77,3.38
AL,16/02/2016,3.73,3.28
AL,16/03/2016,3.79,3.39
AL,17/03/2016,3.8,NA
AL,17/05/2016,3.84,3.38
AL,18/01/2016,3.85,3.3
AL,18/04/2016,3.78,3.35
AL,18/05/2016,3.72,3.25
AL,19/01/2016,3.86,3.32
AL,19/04/2016,3.9,3.43
AL,20/01/2016,3.69,NA
AL,20/06/2016,3.8,NA
AL,21/03/2016,3.86,3.36
AL,21/06/2016,3.87,3.3
AL,22/02/2016,3.83,3.33
AL,22/03/2016,3.79,3.38
AL,23/02/2016,3.68,3.27
AL,23/05/2016,3.86,3.34
AL,23/06/2016,3.8,3.28
AL,24/03/2016,3.8,NA
AL,24/05/2016,3.73,3.3
AL,25/01/2016,3.85,3.3
AL,25/04/2016,3.99,3.45
AL,26/04/2016,3.8,3.35
AL,27/01/2016,3.67,3.29
AL,27/04/2016,3.75,3.38
AL,27/06/2016,3.8,NA
AL,28/03/2016,3.74,3.37
AL,28/06/2016,3.86,3.3
AL,29/02/2016,3.87,3.31
AL,29/03/2016,3.86,3.4
AL,30/05/2016,3.85,3.33
AL,30/06/2016,3.78,3.28
AL,31/03/2016,3.7,NA
AL,31/05/2016,3.79,NA
AM,01/02/2016,3.78,3.29
AM,01/03/2016,3.96,3.31
AM,02/02/2016,3.64,3.26
AM,02/03/2016,4.26,3.31
AM,02/05/2016,3.69,3.27
AM,02/06/2016,3.97,3.43
AM,03/02/2016,4.32,3.3
AM,03/05/2016,4.29,3.34
AM,04/01/2016,3.62,3.31
AM,04/04/2016,4.1,3.37
AM,04/05/2016,4.11,3.42
AM,05/01/2016,4.36,3.37
AM,05/04/2016,4.05,3.33
AM,06/01/2016,3.68,3.32
AM,06/04/2016,3.97,3.34
AM,06/06/2016,3.84,3.2
AM,07/03/2016,3.85,3.35
AM,07/04/2016,4.05,3.47
AM,07/06/2016,4.26,3.22
AM,08/01/2016,4.07,3.4
AM,08/02/2016,4.27,3.44
AM,08/03/2016,4.01,3.34
AM,09/02/2016,3.64,3.26
AM,09/03/2016,4.26,3.31
AM,09/05/2016,3.83,3.26
AM,09/06/2016,3.92,3.38
AM,10/02/2016,4.29,3.3
AM,10/05/2016,3.93,3.44
AM,11/01/2016,3.63,3.3
AM,11/02/2016,3.88,3.26
AM,11/04/2016,3.87,3.33
AM,12/01/2016,3.93,3.32
AM,12/04/2016,4.34,3.23
AM,13/01/2016,3.91,3.18
AM,13/04/2016,4.37,3.33
AM,13/06/2016,3.67,3.2
AM,14/01/2016,4.05,3.36
AM,14/03/2016,3.84,3.36
AM,14/04/2016,3.87,3.43
AM,14/06/2016,4.33,3.26
AM,15/02/2016,3.96,3.28
AM,15/03/2016,4.28,3.35
AM,16/02/2016,4.3,3.31
AM,16/03/2016,4.48,3.64
AM,16/05/2016,4.02,3.23
AM,16/06/2016,3.92,3.38
AM,17/02/2016,4.06,3.43
AM,17/03/2016,3.85,3.46
AM,17/05/2016,3.79,3.27
AM,18/01/2016,4.46,3.07
AM,18/02/2016,4.06,3.55
AM,18/04/2016,3.97,3.33
AM,18/05/2016,3.62,3.11
AM,19/01/2016,4.12,3.29
AM,19/04/2016,3.93,3.32
AM,19/05/2016,3.74,3.17
AM,20/01/2016,3.53,3.28
AM,20/04/2016,3.9,3.43
AM,20/06/2016,3.68,3.25
AM,21/01/2016,3.74,3.33
AM,21/03/2016,3.89,NA
AM,21/06/2016,4.17,3.25
AM,22/02/2016,4.03,3.29
AM,22/03/2016,3.96,3.36
AM,22/06/2016,3.69,3.16
AM,23/02/2016,4.3,3.31
AM,23/03/2016,4.48,3.64
AM,23/05/2016,3.96,3.2
AM,24/02/2016,4.06,3.43
AM,24/03/2016,3.85,3.46
AM,24/05/2016,4.46,3.3
AM,25/01/2016,3.66,3.24
AM,25/02/2016,3.93,3.3
AM,25/04/2016,4.04,3.25
AM,25/05/2016,4.02,3.43
AM,26/01/2016,4.08,3.29
AM,26/04/2016,4.32,3.34
AM,27/01/2016,3.57,NA
AM,27/04/2016,4.11,3.42
AM,27/06/2016,3.57,3.21
AM,28/01/2016,4.06,3.38
AM,28/03/2016,3.88,3.34
AM,28/04/2016,3.57,3.27
