Municipio_ID;Municipio_Nome;Sigla_UF;Ano;PIB;Populacao;Receita_Corrente;Receita_Capital;Despesa_Total;Despesa_Assistencia_Previdencia;Despesa_Educacao_Cultura;Despesa_Saude_Saneamento;Despesa_Desportes_Lazer;Despesa_Seguranca_Defesa;Despesa_Trabalho;Despesa_Transporte;Despesa_Urbanismo_Habitacao
2207603;Parnaguá;PI;2015;70713000;10561;22352894,82;1747482,26;23062356,48;728461,07;9788108,34;6681965,62;45698,60;0,00;0,00;200767,21;798998,89
2207702;Parnaíba;PI;2015;1796195000;149803;268780096,50;3562991,39;279742925,44;45400469,48;78801756,00;77646840,15;1130468,31;0,00;778065,85;3340902,95;33126799,32
2207751;Passagem Franca do Piauí;PI;2015;34560000;4482;13498862,12;83503,03;12326607,77;628102,84;6056126,79;2090119,32;32939,86;0,00;0,00;32930,66;108150,98
2207777;Patos do Piauí;PI;2015;38746000;6257;12753951,69;876028,02;12152401,44;832485,64;4481326,75;2823668,43;209323,31;7720,89;0,00;0,00;1184890,93
2207793;Pau D'Arco do Piauí;PI;2015;20370000;3937;7295749,27;0,00;9499708,50;270619,68;3382258,69;2364399,24;11932,72;0,00;0,00;39530,80;737410,71
2207801;Paulistana;PI;2015;170394000;20168;47370449,68;449410,62;44972748,54;4118089,47;17365408,99;11781795,91;239029,35;0,00;0,00;151593,79;3268488,53
2207850;Pavussu;PI;2015;21931000;3637;11188715,92;282525,00;10449566,67;552445,24;3148971,49;2834566,95;0,00;48552,00;0,00;40631,77;1140549,80
2207900;Pedro II;PI;2015;261114000;38055;62330590,10;3429998,08;63551748,93;7580095,40;28191145,32;13587079,74;784162,79;0,00;123526,67;460444,25;4772205,49
2207934;Pedro Laurentino;PI;2015;17872000;2481;9910279,61;382165,45;8867239,24;479904,63;3107101,27;2037763,24;20529,11;0,00;0,00;2060,00;617847,36
2207959;Nova Santa Rita;PI;2015;28603000;4286;11974708,14;250000,00;11255679,64;453014,64;4825151,83;2758084,55;0,00;0,00;0,00;74397,41;649376,90
2208007;Picos;PI;2015;1234349000;76544;150621812,55;2126746,85;156742982,51;4896368,49;38680393,28;58403154,46;4640071,26;0,00;0,00;470244,75;2702245,58
2208106;Pimenteiras;PI;2015;67446000;11913;23862071,87;0,00;21294703,20;547475,13;8111330,36;5239881,26;12380,30;0,00;0,00;0,00;2346005,76
2208205;Pio IX;PI;2015;130720000;18061;31349538,29;840466,74;29870386,10;933395,46;13600425,07;8430741,91;85210,55;0,00;265664,49;650,00;1265027,06
2208304;Piracuruca;PI;2015;221106000;28160;45062343,88;1063487,19;43865488,18;1930957,25;16167457,51;15467747,98;282066,46;0,00;0,00;445778,71;439928,15
2208403;Piripiri;PI;2015;584212000;62650;99678250,87;1928276,33;96619754,11;7381764,28;39932479,62;23348522,14;233329,73;0,00;0,00;1082054,44;10654856,42
2208502;Porto;PI;2015;73255000;12284;24967696,05;395796,54;24057903,09;903976,40;12905653,76;5770617,43;215600,93;0,00;0,00;152997,67;439120,39
2208551;Porto Alegre do Piauí;PI;2015;19962000;2647;10764286,08;168522,73;9652893,86;731288,00;2914624,70;2307439,64;10191,69;0,00;0,00;34440,14;810448,67
2208601;Prata do Piauí;PI;2015;19244000;3106;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2208650;Queimada Nova;PI;2015;57679000;8796;16257168,68;732848,99;16106810,81;684479,45;7127106,40;3699977,74;196850,46;51480,00;74309,39;385074,88;177759,41
2208700;Redenção do Gurguéia;PI;2015;59238000;8600;16773520,87;165750,00;15547708,47;568842,18;6641838,81;3572245,37;58105,69;0,00;34041,34;1360,00;553390,31
2208809;Regeneração;PI;2015;134724000;17697;35572418,46;4005796,77;36163360,57;2237901,93;13626203,82;11478078,15;511018,72;0,00;5632,00;10567,00;3243177,63
2208858;Riacho Frio;PI;2015;30778000;4252;12627005,72;206223,32;11819867,97;516485,33;5527170,08;2310290,78;35520,66;0,00;0,00;18414,23;475824,34
2208874;Ribeira do Piauí;PI;2015;23866000;4381;12263308,10;0,00;11202008,33;463411,28;5069422,07;2439904,52;1200,00;0,00;0,00;35999,95;774968,33
2208908;Ribeiro Gonçalves;PI;2015;245324000;7151;22696971,49;3717560,01;22327030,83;1070003,22;7381890,94;7025911,20;233198,36;184,53;0,00;167134,34;2698658,77
2209005;Rio Grande do Piauí;PI;2015;40154000;6329;13724497,77;394232,96;12603861,17;424401,88;4375448,73;3588685,92;327,60;0,00;0,00;16230,00;858031,25
2209104;Santa Cruz do Piauí;PI;2015;41326000;6127;12714100,97;56760,00;11959503,01;383410,22;4115358,14;3373014,29;2364,00;0,00;87553,09;25200,00;66441,48
2209153;Santa Cruz dos Milagres;PI;2015;28090000;3926;8881673,97;2903139,34;12423420,09;409581,51;3306067,87;4474042,74;0,00;0,00;0,00;1676306,66;30659,15
2209203;Santa Filomena;PI;2015;203591000;6153;17272102,15;400000,00;16516382,21;782345,03;6157545,60;3327618,20;1908,00;0,00;0,00;5569,00;393806,42
2209302;Santa Luz;PI;2015;36862000;5719;12025441,79;14228,00;11423586,27;448070,81;5619528,85;2839492,48;0,00;0,00;0,00;0,00;0,00
2209351;Santana do Piauí;PI;2015;28239000;4544;10418451,76;203680,42;9539448,46;447693,42;3860088,55;2393665,95;5836,70;1200,00;0,00;80923,01;134595,77
2209377;Santa Rosa do Piauí;PI;2015;31148000;5178;11873060,71;163568,41;10979244,91;643737,73;3903460,77;2474391,60;68313,04;23600,00;0,00;5800,00;705465,57
2209401;Santo Antônio de Lisboa;PI;2015;42388000;6244;7332763,97;0,00;11430376,62;815721,53;3943048,46;3450932,35;138455,03;1056,00;9224,61;0,00;197157,00
2209450;Santo Antônio dos Milagres;PI;2015;12066000;2115;8923996,51;646766,31;8419691,56;553443,75;2341439,31;1648173,45;7484,00;0,00;0,00;518177,38;425522,00
2209500;Santo Inácio do Piauí;PI;2015;24143000;3720;11028748,76;175963,00;10009363,15;667426,49;3337444,31;2555578,90;67481,55;0,00;0,00;60796,46;1016361,05
2209559;São Braz do Piauí;PI;2015;26714000;4371;7072144,73;0,00;10557245,81;427795,05;4214888,96;2440924,20;0,00;0,00;0,00;14374,30;507791,47
2209609;São Félix do Piauí;PI;2015;21128000;2920;10145369,35;226200,05;9141644,15;432809,25;2447499,83;2462629,41;91179,78;0,00;0,00;18351,00;507001,88
2209658;São Francisco de Assis do Piauí;PI;2015;35440000;5786;13119053,08;180136,97;12128828,79;594175,60;5219036,48;2668573,98;17390,00;0,00;0,00;0,00;694974,77
2209708;São Francisco do Piauí;PI;2015;42378000;6329;18021485,73;1212842,56;20667668,46;579521,59;9063487,88;5682500,94;1060160,64;0,00;0,00;53717,13;354199,32
2209757;São Gonçalo do Gurguéia;PI;2015;25378000;2960;9950934,40;367725,00;8764583,66;627240,82;3379813,25;1767344,95;6085,80;0,00;0,00;14695,00;455035,53
2209807;São Gonçalo do Piauí;PI;2015;27919000;4903;11045776,46;65046,33;10447575,86;943086,61;3230904,83;2542707,31;169223,18;0,00;0,00;35915,00;439045,05
2209856;São João da Canabrava;PI;2015;27295000;4523;11641147,11;1148806,71;10625145,78;552098,47;4323908,16;2213529,13;150227,19;0,00;0,00;256464,07;379233,42
2209872;São João da Fronteira;PI;2015;37426000;5898;14058522,92;295322,00;13255523,62;750765,94;5828112,50;2713312,39;40499,96;25538,22;0,00;30504,00;526750,58
2209906;São João da Serra;PI;2015;40360000;6081;13356235,26;723998,56;13252370,97;631484,43;4355810,91;3966565,35;119694,96;0,00;0,00;699022,87;682827,37
2209955;São João da Varjota;PI;2015;24493000;4747;11417292,86;1075508,93;11032602,00;705767,87;4079115,03;2063591,75;299015,86;0,00;0,00;321921,65;117402,65
2209971;São João do Arraial;PI;2015;39602000;7755;16409182,84;2932097,12;18243859,65;568685,97;8516174,70;5597290,32;353785,39;28000,00;0,00;199374,50;1176435,31
2210003;São João do Piauí;PI;2015;168692000;20146;38949824,93;1361553,00;43057701,97;2604764,70;15692043,61;12958577,00;154433,69;0,00;0,00;104562,73;2886041,55
2210052;São José do Divino;PI;2015;38237000;5246;12181049,64;688129,47;12111446,07;448509,09;5208385,26;2732542,13;151229,81;0,00;0,00;9471,00;641318,72
2210102;São José do Peixe;PI;2015;28237000;3697;12593963,00;2112374,90;11003307,61;484886,85;4239798,51;3315729,36;25053,03;0,00;0,00;1380,00;436005,53
2210201;São José do Piauí;PI;2015;44614000;6610;12150789,81;503000,00;11211288,37;941216,71;4324116,02;2610744,14;112814,97;0,00;87436,36;67976,00;315460,32
2210300;São Julião;PI;2015;37428000;6244;12860992,47;214586,79;11944782,35;1214567,69;4625418,34;3091598,31;128878,91;14500,00;62911,04;72978,60;163767,70
2210359;São Lourenço do Piauí;PI;2015;27400000;4493;11478072,46;1077091,36;14209681,51;417822,73;4188766,81;5909991,04;33313,78;0,00;0,00;0,00;1508960,17
2210375;São Luis do Piauí;PI;2015;14694000;2595;8853778,35;188936,22;7837255,17;677064,20;2308421,53;1720528,50;29185,90;0,00;66998,05;154324,08;767826,16
2210383;São Miguel da Baixa Grande;PI;2015;16719000;2409;8667317,00;0,00;6187476,96;432355,97;2178640,31;1531964,14;5591,00;0,00;0,00;0,00;7350,00
2210391;São Miguel do Fidalgo;PI;2015;19367000;2993;10777402,67;574265,65;10052104,13;708758,45;3545366,12;2140717,13;10928,00;0,00;0,00;28556,68;472656,01
2210409;São Miguel do Tapuio;PI;2015;104301000;18105;32582795,68;1182406,19;31396812,06;1132811,33;14218337,42;7668982,82;99745,56;75100,00;0,00;0,00;1942988,14
2210508;São Pedro do Piauí;PI;2015;99647000;13994;36561347,39;1915629,22;32899675,15;1225316,20;16043797,43;7836418,03;124743,65;0,00;0,00;16900,00;2910101,43
2210607;São Raimundo Nonato;PI;2015;354324000;33802;53536047,14;3399918,06;54776821,47;2508974,71;20620570,71;15388207,86;100307,58;0,00;0,00;224426,50;6316963,97
2210623;Sebastião Barros;PI;2015;31060000;3455;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2210631;Sebastião Leal;PI;2015;69007000;4209;14350689,23;0,00;12605449,54;926954,20;4019829,83;2765568,93;0,00;0,00;0,00;0,00;662835,21
2210656;Sigefredo Pacheco;PI;2015;51512000;9854;16348837,70;325983,15;15955482,27;593856,90;8576382,38;3776254,85;37326,00;0,00;0,00;7678,00;677808,26
2210706;Simões;PI;2015;98081000;14411;32663826,12;2146334,63;32077353,71;1410607,94;13608802,78;7885384,97;249123,79;0,00;325929,17;723551,14;2758069,84
2210805;Simplício Mendes;PI;2015;115324000;12424;26493043,24;1025350,00;25725328,09;872366,64;8506785,14;9328758,36;119084,23;0,00;0,00;61100,50;1610134,18
2210904;Socorro do Piauí;PI;2015;26446000;4512;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2210938;Sussuapara;PI;2015;49046000;6545;13103184,63;135696,80;12147440,37;646006,10;4635153,06;3220037,61;63619,92;3118,61;69105,95;18046,00;184347,33
2210953;Tamboril do Piauí;PI;2015;19400000;2851;10112027,44;0,00;8787178,50;456400,96;2838555,25;1824977,47;138340,72;0,00;0,00;128602,01;561308,49
2210979;Tanque do Piauí;PI;2015;20634000;2703;10014763,10;466229,78;10227296,48;667659,37;3404352,48;2400245,48;141187,78;0,00;0,00;193644,25;873000,35
2211001;Teresina;PI;2015;17637197000;844245;2236718596,47;101061986,32;2266000424,74;219443356,72;432417408,68;846835335,79;4498863,81;0,00;1613749,26;117436,59;257258436,72
2211100;União;PI;2015;300514000;43606;69868727,00;2427485,80;74773375,37;8223323,75;29736479,96;18342315,70;649460,93;0,00;0,00;56510,00;3591512,11
2211209;Uruçuí;PI;2015;1026284000;21011;66739402,12;65991,73;57571503,99;2334392,60;20629286,24;14304412,08;689927,42;0,00;0,00;1610882,57;2532553,11
2211308;Valença do Piauí;PI;2015;185160000;20568;36490843,07;1145050,99;33887074,82;1142519,90;14288980,45;8327194,25;318412,38;0,00;58628,09;71008,00;2759262,06
2211357;Várzea Branca;PI;2015;28674000;4889;12855387,01;1784654,30;14670821,94;568111,70;5599976,90;4001606,85;44467,90;0,00;0,00;38673,34;1556883,69
2211407;Várzea Grande;PI;2015;26136000;4334;10811481,27;966285,00;10103131,66;533534,14;3399771,11;2949816,96;26424,93;0,00;0,00;65196,09;735347,17
2211506;Vera Mendes;PI;2015;19262000;3025;10474682,51;786790,00;9822914,22;746851,16;3390826,76;2696984,51;157940,47;2361,45;68590,01;3220,00;50152,56
2211605;Vila Nova do Piauí;PI;2015;24298000;2965;10287945,43;1386052,29;10040823,94;712225,99;3319136,99;2231205,68;228449,82;0,00;0,00;385178,97;227563,54
2211704;Wall Ferraz;PI;2015;25783000;4375;11406130,02;218957,93;11030404,50;466236,87;4892650,07;1942565,72;428019,05;0,00;166613,47;74289,51;120254,26
2200053;Acauã;PI;2016;45597000;6951;17066239,44;1733837,70;14996271,94;557352,79;6673358,99;3496217,83;0,00;0,00;0,00;377099,02;205114,54
2200103;Agricolândia;PI;2016;29522000;5069;13748413,22;902085,62;12600757,65;1336756,86;3989198,56;3749230,25;255098,25;0,00;0,00;43476,00;587548,60
2200202;Água Branca;PI;2016;175066000;17068;43117850,15;7700043,21;46974014,64;2608197,45;14381092,02;19346635,79;586670,49;0,00;0,00;380201,42;3323923,80
2200251;Alagoinha do Piauí;PI;2016;45849000;7515;15328711,41;738968,59;14357239,42;369266,00;5733122,94;4314011,99;249987,00;2750,00;140046,85;9900,00;327627,30
2200277;Alegrete do Piauí;PI;2016;34026000;4835;16463448,11;780375,37;13371267,43;574303,18;5603946,93;2976623,53;44758,40;25200,00;0,00;47300,00;656946,06
2200301;Alto Longá;PI;2016;86743000;14040;28324135,79;794000,00;27685528,14;686192,25;12714186,94;6750581,51;245238,75;0,00;0,00;98338,17;481337,79
2200400;Altos;PI;2016;346468000;39795;73077213,35;110590,00;64466527,99;6876861,58;25708445,95;18692898,06;266394,39;0,00;0,00;295451,66;1413010,14
2200459;Alvorada do Gurguéia;PI;2016;52291000;5303;16740743,60;389413,99;14889514,82;550246,12;7470031,90;3053512,90;72259,39;479,00;0,00;14597,60;299807,70
2200509;Amarante;PI;2016;124643000;17317;32777676,98;4136771,94;34373747,92;875195,30;13394927,07;7175979,24;79045,10;0,00;0,00;265311,63;4823950,08
2200608;Angical do Piauí;PI;2016;49504000;6688;16295977,93;1058569,32;16066626,34;1919706,16;5028053,60;4092439,44;536149,11;0,00;0,00;0,00;1417299,68
2200707;Anísio de Abreu;PI;2016;68330000;9655;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2200806;Antônio Almeida;PI;2016;45895000;3109;14265425,64;190000,00;12166660,32;1285588,62;3465647,85;2177144,77;133182,69;0,00;0,00;26374,00;1734536,66
2200905;Aroazes;PI;2016;43305000;5755;15968194,25;1212126,20;14081862,39;1118017,20;4748930,74;3143885,69;59185,59;0,00;0,00;0,00;1468627,91
2200954;Aroeiras de Itaim;PI;2016;16567000;2460;11576254,88;76452,70;8876202,61;715000,23;2317628,78;2209484,72;0,00;3300,00;77453,71;300,00;219729,51
2201002;Arraial;PI;2016;32284000;4662;13687457,21;200819,95;13090057,07;491599,10;4885093,19;3221123,42;148991,23;0,00;0,00;0,00;269691,27
2201051;Assunção do Piauí;PI;2016;43830000;7703;20487576,85;310841,37;19415759,86;711156,87;10034713,80;3064909,96;415919,72;0,00;0,00;0,00;66395,40
2201101;Avelino Lopes;PI;2016;71047000;11471;27898325,02;1822339,87;30334213,46;807143,93;9573881,25;8169836,63;20000,00;0,00;0,00;0,00;3371639,35
2201150;Baixa Grande do Ribeiro;PI;2016;238070000;11302;42571763,75;785635,76;38620473,62;2476648,79;15180812,74;8043297,79;309032,28;0,00;0,00;593459,05;4790320,23
2201176;Barra D'Alcântara;PI;2016;28436000;3888;12359041,26;0,00;10777547,12;660146,23;3852806,56;2873627,67;60014,86;0,00;0,00;0,00;708493,36
2201200;Barras;PI;2016;347770000;46189;86745378,41;1254936,98;80901943,41;2596556,93;43678493,29;19608165,01;159281,56;6288,00;0,00;456662,03;3857405,97
2201309;Barreiras do Piauí;PI;2016;23670000;3291;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2201408;Barro Duro;PI;2016;56274000;6930;15682905,98;194945,59;15251355,22;1606568,72;4879892,69;4350837,96;87336,50;0,00;0,00;41063,55;779080,47
2201507;Batalha;PI;2016;164715000;26379;48555728,65;4593735,84;47324906,61;1696839,79;20926174,65;13641933,85;50358,90;0,00;0,00;603936,92;3902307,24
2201556;Bela Vista do Piauí;PI;2016;28873000;3934;11928418,66;359278,70;10902498,21;443223,59;3655326,72;2563740,68;4795,67;0,00;0,00;0,00;401722,57
2201572;Belém do Piauí;PI;2016;24847000;3485;12290480,51;1448514,53;11822206,51;513883,85;4423512,25;2256202,72;3213,72;0,00;0,00;151034,99;1132089,62
2201606;Beneditinos;PI;2016;64098000;10032;23497045,44;578742,36;24747187,48;638737,66;12505198,95;4514579,88;237443,87;0,00;0,00;0,00;2767172,84
2201705;Bertolínia;PI;2016;47811000;5408;16774861,16;207921,97;16024462,95;609193,59;5467295,32;4761322,30;14698,35;0,00;0,00;17442,00;949597,47
2201739;Betânia do Piauí;PI;2016;42870000;6102;14173948,60;397779,73;16642866,51;508989,59;7885956,07;3567245,60;5778,00;0,00;0,00;0,00;662758,65
2201770;Boa Hora;PI;2016;43615000;6633;15097510,88;1398232,82;17730025,18;663999,67;8498339,71;3215895,27;54760,48;0,00;0,00;898,00;187036,74
2201804;Bocaina;PI;2016;34753000;4440;11394156,70;679063,40;11640395,91;860359,92;3051831,44;3439138,36;1663,56;0,00;79500,74;22750,00;611388,92
2201903;Bom Jesus;PI;2016;513765000;24532;79432685,05;7468165,92;70334187,88;3466557,61;21236019,66;24513000,69;830293,12;11205,17;0,00;10492,88;8029740,20
2201919;Bom Princípio do Piauí;PI;2016;41116000;5517;18475675,66;1840022,25;18887295,40;1869829,80;7038983,03;4012593,49;61549,32;0,00;0,00;43839,49;3182217,97
2201929;Bonfim do Piauí;PI;2016;35791000;5564;13734577,05;185436,40;12690966,22;569066,09;5939544,05;2710297,08;8105,80;0,00;0,00;167961,77;785203,99
2201945;Boqueirão do Piauí;PI;2016;37774000;6284;16823715,23;638635,07;15825993,56;794063,16;7361652,85;3664352,91;73260,00;0,00;0,00;56261,55;1104580,96
2201960;Brasileira;PI;2016;48181000;8177;16791250,05;1195296,64;15693492,79;1202525,40;6082550,75;4742257,20;0,00;0,00;10299,20;285058,26;277985,80
2201988;Brejo do Piauí;PI;2016;29541000;3845;13180965,11;1152544,42;12397631,84;569903,78;5103552,87;2985498,27;10764,86;0,00;0,00;337187,68;743408,50
2202000;Buriti dos Lopes;PI;2016;152712000;19441;44674684,52;1483032,40;41141740,19;2975287,41;20226975,87;9495628,31;86949,17;0,00;0,00;126096,96;1568878,73
2202026;Buriti dos Montes;PI;2016;45550000;7909;18642170,35;1577611,42;17581585,46;692809,90;8262613,20;4414957,17;42988,60;0,00;0,00;644211,91;796962,80
2202059;Cabeceiras do Piauí;PI;2016;57853000;10368;19348113,15;818377,91;18915221,21;553783,47;9290385,29;4287434,26;97282,00;0,00;0,00;9205,00;701490,23
2202075;Cajazeiras do Piauí;PI;2016;23253000;3485;12278893,56;117750,09;10788632,19;445132,38;3449831,58;2694191,10;7595,00;0,00;0,00;5629,00;327694,55
2202083;Cajueiro da Praia;PI;2016;74959000;7483;18991207,45;212502,00;17391925,33;1332757,09;6777314,16;3991730,38;14792,00;0,00;0,00;0,00;134333,22
2202091;Caldeirão Grande do Piauí;PI;2016;47648000;5680;16150060,93;1932081,74;15538809,12;1050609,48;5662206,24;3540265,30;21657,50;0,00;100673,13;239352,40;787701,34
2202109;Campinas do Piauí;PI;2016;39485000;5515;15079796,30;1181329,47;15176238,76;516998,23;6408500,88;3556860,21;169300,81;0,00;0,00;222115,80;1646752,93
2202117;Campo Alegre do Fidalgo;PI;2016;31649000;4935;14510687,44;250000,00;13475918,64;603095,00;6249036,64;2574609,59;58531,03;0,00;0,00;88563,45;877838,10
2202133;Campo Grande do Piauí;PI;2016;50406000;5823;269278,76;0,00;13281288,14;1202756,89;5602052,04;2994789,07;79963,30;0,00;0,00;66167,00;648210,95
2202174;Campo Largo do Piauí;PI;2016;39480000;7126;19459838,25;239714,46;17173968,73;471043,21;9695257,76;3278830,13;63851,10;0,00;0,00;1907,24;608790,29
2202208;Campo Maior;PI;2016;521524000;46031;100000567,02;3225642,91;100364204,19;6060638,48;31928857,46;38653710,10;557302,72;0,00;0,00;888521,62;7002485,39
2202251;Canavieira;PI;2016;27033000;3898;10992340,09;0,00;10364648,75;498506,53;3359103,62;2588588,20;26944,80;0,00;0,00;8976,00;554276,16
2202307;Canto do Buriti;PI;2016;203524000;20770;39635562,62;1387417,52;37439307,71;1353030,39;14491623,06;11262337,84;102758,07;6120,04;161061,37;77610,20;2593086,63
2202406;Capitão de Campos;PI;2016;74511000;11205;28148431,62;407998,00;25513429,14;2045507,53;12427003,50;6046257,42;23950,00;0,00;358,00;262598,40;1094779,89
2202455;Capitão Gervásio Oliveira;PI;2016;28161000;4021;12866994,30;770316,88;12269006,69;512477,89;4877586,21;3224485,39;58725,50;0,00;0,00;0,00;653636,22
2202505;Caracol;PI;2016;72083000;10688;23964699,89;1644414,33;25897033,87;698269,39;13109625,38;5347630,65;189392,05;0,00;0,00;0,00;1079617,20
2202539;Caraúbas do Piauí;PI;2016;40489000;5750;15255060,53;1035439,90;15500946,34;749354,21;7648921,44;2712686,42;0,00;0,00;0,00;500882,52;552838,60
2202554;Caridade do Piauí;PI;2016;35510000;5012;21585016,83;2178976,41;18915193,51;823962,66;8841347,10;4088713,67;157306,34;0,00;0,00;182518,06;1144848,60
2202604;Castelo do Piauí;PI;2016;152654000;19410;48695030,04;3641840,65;42422112,58;1838737,04;20673266,14;12289853,05;117285,95;25221,60;0,00;0,00;148527,15
2202653;Caxingó;PI;2016;41887000;5306;17507611,18;0,00;14865343,19;875655,69;6868478,35;2955353,59;8251,50;0,00;0,00;51820,00;892976,44
2202703;Cocal;PI;2016;193152000;27287;50181943,43;1194411,97;54595819,41;849520,90;29577925,47;12083314,81;35113,00;511679,68;0,00;24924,60;3433536,61
2202711;Cocal de Telha;PI;2016;34491000;4805;14632860,61;2600534,76;14942078,42;484278,48;5539219,75;3167446,58;16633,40;0,00;18828,68;1052,63;2408887,34
2202729;Cocal dos Alves;PI;2016;40224000;6042;13702702,31;1113721,58;13215197,79;457712,09;5905674,01;3100433,40;100846,53;0,00;0,00;197605,67;1046670,85
2202737;Coivaras;PI;2016;26820000;3942;12848815,18;5000,00;10834060,24;391597,40;4350623,04;2181554,24;27286,09;0,00;0,00;115085,86;56623,09
2202752;Colônia do Gurguéia;PI;2016;51395000;6345;18173798,18;89184,18;17181803,12;1546470,58;7087326,81;4503942,88;0,00;0,00;0,00;294603,65;728190,51
2202778;Colônia do Piauí;PI;2016;50068000;7532;19770440,64;377141,19;18099848,26;694135,74;7529482,89;4890581,68;479801,68;0,00;0,00;168225,51;305123,75
2202802;Conceição do Canindé;PI;2016;40923000;4540;13422065,06;2541547,89;14661718,87;504874,98;6614728,82;2782492,90;561126,55;0,00;0,00;1770,00;1425650,74
2202851;Coronel José Dias;PI;2016;30300000;4605;13278254,82;1459936,35;12343218,41;596135,04;5095007,51;2382476,83;38837,00;0,00;0,00;419044,23;1037796,33
2202901;Corrente;PI;2016;281189000;26149;57437958,87;954002,15;52124479,93;3992944,44;21412550,27;11053325,27;157104,26;0,00;0,00;16275,00;6026938,70
2203008;Cristalândia do Piauí;PI;2016;48876000;8130;18941080,93;875920,42;16215269,57;684477,77;6780648,31;4593753,12;307827,93;0,00;0,00;136665,20;97191,01
2203107;Cristino Castro;PI;2016;87077000;10235;23751912,19;427010,00;21082116,57;521701,57;8950626,46;7130944,78;14320,00;5050,00;0,00;1150,00;372438,19
2203206;Curimatá;PI;2016;84130000;11158;23756680,45;705041,86;22496226,67;596669,22;9637435,20;5382051,51;67324,72;0,00;0,00;0,00;1951749,81
2203230;Currais;PI;2016;59521000;4859;23189890,72;0,00;15583212,69;279231,78;7523623,78;2996300,15;0,00;7000,00;0,00;87972,43;922919,22
2203255;Curralinhos;PI;2016;24080000;4353;12797379,38;0,00;11683578,66;1045961,06;4301183,37;2655251,06;38206,40;0,00;0,00;30000,00;363122,59
2203271;Curral Novo do Piauí;PI;2016;33584000;5152;13715751,74;561976,40;15122385,99;831533,69;5912621,92;2893004,81;9938,90;13672,50;0,00;0,00;1646563,39
2203305;Demerval Lobão;PI;2016;138989000;13575;27177531,28;1803168,12;26340324,56;1091202,59;11907873,63;5858597,33;120562,85;0,00;0,00;38664,00;2554644,88
2203354;Dirceu Arcoverde;PI;2016;39331000;6880;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2203404;Dom Expedito Lopes;PI;2016;68835000;6774;14675372,60;0,00;13194932,36;762851,78;5251124,94;2924139,66;1572,30;600,00;76647,62;29760,00;210435,81
2203420;Domingos Mourão;PI;2016;30397000;4288;6538739,06;60000,00;11762039,25;533824,23;4535918,04;2469575,29;7199,50;0,00;0,00;116934,03;322438,01
2203453;Dom Inocêncio;PI;2016;53101000;9396;279521,80;0,00;20274558,28;840320,64;9326090,21;5115751,40;35666,00;0,00;26400,00;150,00;674671,62
2203503;Elesbão Veloso;PI;2016;117091000;14406;27123400,38;1880540,32;26370907,72;1105603,21;10131984,21;8743371,12;95577,33;0,00;0,00;47508,64;1679854,04
2203602;Eliseu Martins;PI;2016;40292000;4822;13689174,99;815278,00;13256495,71;947620,14;3753660,41;4249244,95;106119,85;0,00;0,00;16640,00;417553,06
2203701;Esperantina;PI;2016;325078000;38983;66851915,62;1259036,82;67620080,46;5936672,87;32197949,51;16372123,00;299233,01;0,00;0,00;0,00;1891401,22
2203750;Fartura do Piauí;PI;2016;26560000;5210;11235662,08;0,00;9994012,19;857455,92;4980199,54;2044206,70;66501,30;39219,20;0,00;38353,00;295630,89
2203800;Flores do Piauí;PI;2016;29925000;4394;124528,88;0,00;11888661,23;444376,29;3923292,21;3253539,61;0,00;2631,58;0,00;236325,76;1579387,28
2203859;Floresta do Piauí;PI;2016;19233000;2517;9968279,61;292200,00;9032709,70;368753,85;2894965,75;1981173,93;0,00;0,00;0,00;76011,30;513230,20
2203909;Floriano;PI;2016;1020575000;58892;129080613,58;2209503,01;120970595,74;5479972,05;35729656,86;47068230,94;25927,00;0,00;0,00;2199471,11;4687130,09
2204006;Francinópolis;PI;2016;33474000;5265;12949951,36;1193375,33;11005333,23;689346,09;4450994,74;2475645,97;20720,11;0,00;0,00;139659,32;353300,05
2204105;Francisco Ayres;PI;2016;30013000;4309;12547351,60;233544,76;11266728,31;685593,76;3861627,69;2810398,72;6185,50;0,00;0,00;6079,00;1098035,49
2204154;Francisco Macedo;PI;2016;24129000;3113;11348798,90;0,00;10288643,07;766358,65;3696669,26;1972137,44;40905,89;0,00;78060,75;0,00;323864,54
2204204;Francisco Santos;PI;2016;63346000;9108;18054389,31;1335972,94;17758419,84;1724203,60;6984273,69;4543766,75;261549,42;17100,00;88476,89;9855,00;1038029,68
2204303;Fronteiras;PI;2016;184700000;11405;36954536,72;489915,93;31417352,73;1689615,95;9794342,97;9989666,83;135692,35;21000,00;0,00;176059,80;3867170,43
2204352;Geminiano;PI;2016;47421000;5337;12985557,50;126750,00;12220309,37;370208,49;5420258,88;2855212,89;900,00;0,00;0,00;204357,54;688865,21
2204402;Gilbués;PI;2016;113654000;10518;26236436,22;399259,12;25106257,39;755589,66;10698882,62;5624975,80;282082,53;0,00;0,00;5510,70;1743967,57
